,LocationName,SourceFile,AnnotationType,RelativeStartTime,RelativeEndTime,StartTime,EndTime,FileStartTime,LowFreq,HighFreq,Annotation
0,CAR204,C:\Users\Amogh\OneDrive - University of Cambridge\Programming-New\CaracalChitalDetector\cnn\annotations\CAR204_20240323$135900_1711181640.Table.1.selections.txt,Acoustic,0 days 00:26:33.889389,0 days 00:26:35.170793,2024-03-23 14:25:33.889389+00:00,2024-03-23 14:25:35.170793+00:00,2024-03-23 13:59:00,830.3,1284.1,C
1,CAR204,C:\Users\Amogh\OneDrive - University of Cambridge\Programming-New\CaracalChitalDetector\cnn\annotations\CAR204_20240323$135900_1711181640.Table.1.selections.txt,Acoustic,0 days 00:26:35.547677,0 days 00:26:36.716016,2024-03-23 14:25:35.547677+00:00,2024-03-23 14:25:36.716016+00:00,2024-03-23 13:59:00,714.0,1190.0,C
2,CAR204,C:\Users\Amogh\OneDrive - University of Cambridge\Programming-New\CaracalChitalDetector\cnn\annotations\CAR204_20240323$135900_1711181640.Table.1.selections.txt,Acoustic,0 days 00:26:39.504955,0 days 00:26:40.673295,2024-03-23 14:25:39.504955+00:00,2024-03-23 14:25:40.673295+00:00,2024-03-23 13:59:00,714.0,1223.2,C
3,CAR204,C:\Users\Amogh\OneDrive - University of Cambridge\Programming-New\CaracalChitalDetector\cnn\annotations\CAR204_20240323$135900_1711181640.Table.1.selections.txt,Acoustic,0 days 00:26:44.140624,0 days 00:26:45.685847,2024-03-23 14:25:44.140624+00:00,2024-03-23 14:25:45.685847+00:00,2024-03-23 13:59:00,708.5,1217.7,C
4,CAR204,C:\Users\Amogh\OneDrive - University of Cambridge\Programming-New\CaracalChitalDetector\cnn\annotations\CAR204_20240323$135900_1711181640.Table.1.selections.txt,Acoustic,0 days 00:26:48.324032,0 days 00:26:49.680814,2024-03-23 14:25:48.324032+00:00,2024-03-23 14:25:49.680814+00:00,2024-03-23 13:59:00,669.7,1289.7,C
5,CAR204,C:\Users\Amogh\OneDrive - University of Cambridge\Programming-New\CaracalChitalDetector\cnn\annotations\CAR204_20240323$135900_1711181640.Table.1.selections.txt,Acoustic,0 days 00:26:51.150660,0 days 00:26:52.168246,2024-03-23 14:25:51.150660+00:00,2024-03-23 14:25:52.168246+00:00,2024-03-23 13:59:00,763.8,1306.3,C
6,CAR204,C:\Users\Amogh\OneDrive - University of Cambridge\Programming-New\CaracalChitalDetector\cnn\annotations\CAR204_20240323$135900_1711181640.Table.1.selections.txt,Acoustic,0 days 00:26:52.168246,0 days 00:26:53.374273,2024-03-23 14:25:52.168246+00:00,2024-03-23 14:25:53.374273+00:00,2024-03-23 13:59:00,791.5,1195.6,C
7,CAR204,C:\Users\Amogh\OneDrive - University of Cambridge\Programming-New\CaracalChitalDetector\cnn\annotations\CAR204_20240323$135900_1711181640.Table.1.selections.txt,Acoustic,0 days 00:26:56.879291,0 days 00:26:58.537579,2024-03-23 14:25:56.879291+00:00,2024-03-23 14:25:58.537579+00:00,2024-03-23 13:59:00,719.6,1383.8,C
8,CAR204,C:\Users\Amogh\OneDrive - University of Cambridge\Programming-New\CaracalChitalDetector\cnn\annotations\CAR204_20240323$160400_1711189140.Table.1.selections.txt,Acoustic,0 days 00:21:46.183346,0 days 00:21:47.238620,2024-03-23 16:25:46.183346+00:00,2024-03-23 16:25:47.238620+00:00,2024-03-23 16:04:00,837.5,1336.5,C
9,CAR204,C:\Users\Amogh\OneDrive - University of Cambridge\Programming-New\CaracalChitalDetector\cnn\annotations\CAR204_20240323$160400_1711189140.Table.1.selections.txt,Acoustic,0 days 00:21:47.766257,0 days 00:21:48.821531,2024-03-23 16:25:47.766257+00:00,2024-03-23 16:25:48.821531+00:00,2024-03-23 16:04:00,711.3,1365.2,C
